Geschäftsjahr;Haushaltskennzeichen;Teilabschnitt;POST;Finanzwirtschaftliches Kennzeichen;Konsument/Unternehmer;Quers;VRV-Querschnitt;Geschäftsgruppe lt. ANWR;Anweisungsrecht;Deckung;Antrag;Nachtrag;HH-Soll-Änderung;Rechnungs-Soll;Rechnungs-Ist;Kassenrest;Beschreibung;Beschreibung 2;Beschreibung 3;Bemerkungs-Kz;Anfangsbestand;Einnahmen-Ist;Ausgaben-Ist;Kassenbestand;Währung;GG-Budget;Zuständiger Referent;Sachbereich;Rechtliche Stellung;Finanzstelle;Nachweis
2012;1;0340;401003;1;0;4;23;6;TBL;261;0;0;0;20;20;0;Verbrauchsgüter,Kfz-Betrieb;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;401300;1;0;4;23;6;TBL;261;15.000,00;0;0;4.954,61;2.636,30;0;Verbrauchsgüter;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;457000;1;0;4;23;6;TBL;261;700;0;0;5.419,96;5.346,09;73,87;Druckwerke;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;500010;0;0;4;20;6;TBL;261;106.900,00;0;0;108.168,82;108.168,82;0;Bezüge der Beamten,allgemeine Verwaltung;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;P
2012;1;0340;510000;0;0;4;20;6;TBL;261;111.100,00;0;0;69.217,71;69.217,71;0;Bezüge der Vertragsangestellten;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;P
2012;1;0340;521099;0;0;4;20;6;TBL;261;0;0;0;6.116,23;6.116,23;0;Bezüge Arbeiter ganzjährig beschäftigt;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;P
2012;1;0340;580000;0;0;4;20;6;TBL;261;8.600,00;0;0;6.132,23;6.132,23;0;DGB,FLAF;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;P
2012;1;0340;581000;0;0;4;20;6;TBL;261;28.400,00;0;0;21.193,79;21.193,79;0;DGB,MKF,SV;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;P
2012;1;0340;581010;0;0;4;20;6;TBL;261;0;0;0;590,16;590,16;0;DGB,WFB;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;P
2012;1;0340;590100;0;0;;20;1;PPO;043;0;0;0;4.452,00;4.452,00;0;Freiw.Sozialleistungen,Betriebsausflugzuschuss;;;0;0;0;0;0;EUR;57;-;VER;P;MAG;P
2012;1;0340;617000;1;0;4;24;6;TBL;261;1.000,00;0;0;1.289,27;1.289,27;0;Instandhaltung Fahrzeuge;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;618000;1;0;;24;6;GM-1;054;300;0;0;247,7;247,7;0;Instandhaltung Büro- u.Betriebseinrichtung;;;0;0;0;0;0;EUR;65;-;VER;P;MAG;
2012;1;0340;630000;1;0;4;24;6;TBL;261;8.100,00;0;0;6.165,52;6.165,52;0;Porto;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;631000;1;0;4;24;6;TBL;261;22.200,00;0;0;5.182,48;5.182,48;0;Telefon,IKT;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;631100;1;0;4;24;6;TBL;261;3.300,00;0;0;21.390,77;20.892,27;498,5;Telefon,Telegraf,Telex;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;670000;1;0;4;24;6;TBL;261;1.700,00;0;0;1.718,53;1.718,53;0;Allgemeine Versicherungen;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;670200;1;0;4;24;6;TBL;261;1.500,00;0;0;2.145,57;2.145,57;0;Kraftfahrzeugversicherungen;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;700000;1;0;4;24;6;TBL;261;0;0;0;14.282,36;14.282,36;0;Miete für Fotokopiergeräte;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;700050;1;0;;24;2;STK-2;801;143.800,00;0;0;146.013,90;146.013,90;0;Anteilige Gebäudebenützungskosten;;;0;0;0;0;0;EUR;55;-;VER;P;MAG;
2012;1;0340;700500;1;0;4;24;6;TBL;261;149.400,00;0;0;130.064,71;130.064,71;0;Miete für eDV-Geräte;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;710500;1;0;4;24;6;TBL;261;300;0;0;257,8;257,8;0;Kraftfahrzeugsteuer und Abgaben;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;728012;1;0;4;24;6;TBL;261;1.000,00;0;0;2.115,80;2.115,80;0;Sonstige Leistungen,Ausbildungskosten;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;728199;1;0;;24;6;TBL;;0;0;15.000,00;15.000,00;15.000,00;0;Sonstige Leistungen,eDV-Projekte;;;0;0;0;0;0;EUR;69;-;VER;P;MAG;
2012;1;0340;728200;1;0;4;24;6;TBL;261;10.000,00;0;0;14.360,15;14.360,15;0;Sonstige Leistungen,eDV;;;1;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0340;728300;1;0;4;24;6;TBL;261;15.400,00;0;0;15.216,39;15.216,39;0;Sonstige Leistungen;;;0;0;0;0;0;EUR;G;VBGM3;VER;P;MAG;
2012;1;0500;400000;1;0;1;23;3;BZVA;809;1.000,00;0;0;893,41;893,41;0;Geringw.Wirtschaftsgüter-Anlagevermögen;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;400070;1;0;1;23;3;BZVA;809;1.000,00;0;0;0;0;0;Dienstkleidung;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;401000;1;0;1;23;3;BZVA;809;8.000,00;0;0;9.041,71;9.041,71;0;Verbrauchsgüter;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;457000;1;0;1;23;3;BZVA;809;2.000,00;0;0;1.623,49;1.623,49;0;Druckwerke;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;500010;0;0;1;20;3;BZVA;809;979.400,00;0;0;884.348,01;884.348,01;0;Bezüge der Beamten,allgemeine Verwaltung;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0500;500011;0;0;7;20;3;BZVA;376;46.500,00;0;0;46.114,01;46.114,01;0;Bezüge der Beamten,allgemeine Verwaltung;;;0;0;0;0;0;EUR;G;STR3;VWA;P;MAG;P
2012;1;0500;510000;0;0;1;20;3;BZVA;809;812.900,00;0;0;844.636,42;844.636,42;0;Bezüge der Vertragsangestellten;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0500;510001;0;0;7;20;3;BZVA;376;15.800,00;0;0;16.326,65;16.326,65;0;Bezüge der Vertragsangestellten;;;0;0;0;0;0;EUR;G;STR3;VWA;P;MAG;P
2012;1;0500;521099;0;0;1;20;3;BZVA;809;0;0;0;12.128,31;12.128,31;0;Bezüge Arbeiter ganzjährig beschäftigt;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0500;560000;0;0;1;20;3;BZVA;809;22.200,00;0;0;21.340,58;21.340,58;0;Reisegebühren;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0500;580000;0;0;1;20;3;BZVA;809;71.300,00;0;0;74.853,52;74.853,52;0;DGB,FLAF;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0500;580001;0;0;7;20;3;BZVA;376;2.400,00;0;0;2.587,22;2.587,22;0;DGB,FLAF;;;0;0;0;0;0;EUR;G;STR3;VWA;P;MAG;P
2012;1;0500;581000;0;0;1;20;3;BZVA;809;214.300,00;0;0;214.304,23;214.304,23;0;DGB,MKF,SV;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0500;581001;0;0;7;20;3;BZVA;376;5.400,00;0;0;5.385,60;5.385,60;0;DGB,MKF,SV;;;0;0;0;0;0;EUR;G;STR3;VWA;P;MAG;P
2012;1;0500;581010;0;0;1;20;3;BZVA;809;0;0;0;7.097,69;7.097,69;0;DGB,WFB;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0500;581011;0;0;7;20;3;BZVA;376;0;0;0;263,34;263,34;0;DGB,WFB;;;0;0;0;0;0;EUR;G;STR3;VWA;P;MAG;P
2012;1;0500;590100;0;0;;20;1;PPO;043;0;0;0;812;812;0;Freiw.Sozialleistungen,Betriebsausflugzuschuss;;;0;0;0;0;0;EUR;57;-;VWA;P;MAG;P
2012;1;0500;618000;1;0;;24;6;GM-1;054;400;0;0;277,09;277,09;0;Instandhaltung Büro- u.Betriebseinrichtung;;;0;0;0;0;0;EUR;65;-;VWA;P;MAG;
2012;1;0500;620000;1;0;1;24;3;BZVA;809;500;0;0;0;0;0;Transporte;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;630000;1;0;1;24;3;BZVA;809;44.000,00;0;0;41.911,80;41.911,80;0;Porto;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;631001;1;0;1;24;3;BZVA;809;19.100,00;0;0;18.250,92;18.250,92;0;Telefon,Telegraf,Telex;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;700010;1;0;;24;6;GM-4;452;30.700,00;0;0;13.010,06;13.010,06;0;Mietzinse,WH;;;0;0;0;0;0;EUR;52;-;VWA;P;MAG;
2012;1;0500;700050;1;0;;24;2;STK-2;801;134.800,00;0;0;133.614,87;133.614,87;0;Anteilige Gebäudebenützungskosten;;;0;0;0;0;0;EUR;55;-;VWA;P;MAG;
2012;1;0500;700500;1;0;1;24;3;BZVA;809;129.500,00;0;0;109.532,11;109.532,11;0;Miete für eDV-Geräte;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;728002;8;0;1;24;3;BZVA;809;10.000,00;0;0;3.551,30;3.551,30;0;Sonstige Leistungen,Beseitigung von Autowracks;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;728003;1;0;1;24;3;BZVA;809;3.000,00;0;0;0;0;0;Sonstige Leistungen,Sachverständigenkosten;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;728012;1;0;1;24;3;BZVA;809;4.000,00;0;0;1.940,41;1.940,41;0;Sonstige Leistungen,Ausbildungskosten;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;728200;1;0;1;24;3;BZVA;809;4.100,00;0;0;653,14;653,14;0;Sonstige Leistungen,eDV;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;728300;1;0;1;24;3;BZVA;809;1.500,00;0;0;1.303,36;1.303,36;0;Sonstige Leistungen;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;729000;9;0;1;24;3;BZVA;;500;0;0;439,47;439,47;0;Verfügungsmittel;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0500;757000;5;0;1;27;3;BZVA;809;5.000,00;0;0;13.267,30;13.417,00;0;Lfd.Transferzahlungen an private Institutionen;;;0;0;0;0;0;EUR;G;B;VWA;S;MAG;
2012;1;0501;298100;8;0;;61;3;BZVD;;0;0;0;1.227.364,09;1.227.364,09;0;Rücklagenzuführung GG-Budget;;;0;0;0;0;0;EUR;G;-;VWA;P;MAG;
2012;1;0501;500010;0;0;1;20;3;BZVD;084;148.700,00;0;0;146.415,74;146.415,74;0;Bezüge der Beamten,allgemeine Verwaltung;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0501;560000;0;0;1;20;3;BZVD;084;200;0;0;126;126;0;Reisegebühren;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0501;580000;0;0;1;20;3;BZVD;084;7.000,00;0;0;6.676,58;6.676,58;0;DGB,FLAF;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0501;581000;0;0;1;20;3;BZVD;084;7.500,00;0;0;7.094,82;7.094,82;0;DGB MKF,SV;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;P
2012;1;0501;630000;1;0;1;24;3;BZVD;084;100;0;0;11,99;11,99;0;Porto;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0501;631001;1;0;1;24;3;BZVD;084;600;0;0;551,46;551,46;0;Telefongebühren;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0501;700050;1;0;;24;2;STK-2;801;8.400,00;0;0;11.072,33;11.072,33;0;Anteilige Gebäudebenützungskosten;;;0;0;0;0;0;EUR;55;-;VWA;P;MAG;
2012;1;0501;700500;1;0;1;24;3;BZVD;084;6.000,00;0;0;6.055,09;6.055,09;0;Miete für eDV-Geräte;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0501;728012;1;0;1;24;3;BZVD;084;800;0;0;0;0;0;Sonstige Leistungen,Ausbildungskosten;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0501;728200;1;0;1;24;3;BZVD;084;300;0;0;0;0;0;Sonstige Leistungen,eDV;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0501;729402;9;0;;24;3;BZVD;;2.200,00;0;0;1.978,42;1.978,42;0;Verfügungsmittel;;;0;0;0;0;0;EUR;G;-;VWA;P;MAG;
2012;1;0600;726000;9;0;1;24;1;PPO;811;86.500,00;0;0;86.250,19;86.250,19;0;Mitgliedsbeiträge an Institutionen;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0610;346000;9;0;;65;2;STK-5;002;429.300,00;0;0;329.266,67;329.266,67;0;Anteilige Tilgungen f.Darlehen u.Anleihen;;;0;0;0;0;0;EUR;F;-;VWA;P;MAG;
2012;1;0610;650000;9;0;;25;2;STK-5;002;175.100,00;0;0;128.240,75;128.240,75;0;Anteilige Zinsen f.Darlehen u.Anleihen;;;0;0;0;0;0;EUR;59;-;VWA;P;MAG;
2012;1;0610;653000;9;0;;25;2;STK-5;002;104.400,00;0;0;104.429,40;104.429,40;0;Zinsen für Finanzschulden - Ausland;;;0;0;0;0;0;EUR;59;-;VWA;P;MAG;
2012;1;0610;754001;5;0;;26;2;STK-7;;9.100,00;0;0;9.085,00;9.085,00;0;Lfd.Transferzahlungen an sonst.öff.Rechtsträger;Tierärztekammer;;0;0;0;0;0;EUR;60;-;GES;S;MAG;S
2012;1;0610;754004;5;0;5;26;2;STK-7;735;0;0;0;13.000,00;6.500,00;6.500,00;Lfd.Transferzahlungen an Universität Linz;Marketingkonzept;;0;0;0;0;0;EUR;G;STR1;BIL;S;MAG;S
2012;1;0610;754005;5;0;5;26;2;STK-7;735;0;0;0;7.500,00;7.500,00;0;Lfd.Transferzahlungen an sonst.öff.Rechtsträger;;;0;0;0;0;0;EUR;G;STR1;SOZ;S;MAG;S
2012;1;0610;755003;5;0;1;27;2;STK-7;736;10.000,00;0;0;3.000,00;0;3.000,00;Lfd.Transferzahlungen an Unternehmungen;Sonderförderungen;;0;0;0;0;0;EUR;G;B;KUL;S;MAG;
2012;1;0610;755005;5;0;5;27;2;STK-7;735;40.000,00;0;0;57.846,70;57.846,70;0;Lfd.Transferzahlungen an Unternehmungen;;;0;0;0;0;0;EUR;G;STR1;VWA;S;MAG;
2012;1;0610;757000;5;0;1;27;1;PPO;811;16.000,00;0;0;17.169,08;17.169,08;0;Lfd.Transferzahlungen an priv.Institutionen;Subventionen-Präsidialverwaltung;;0;0;0;0;0;EUR;G;B;VWA;S;MAG;
2012;1;0610;757001;5;0;1;27;1;PPO;811;0;0;0;8.344,66;8.344,66;0;Lfd.Transferzahlungen an priv.Institutionen;;;0;0;0;0;0;EUR;G;B;SOZ;S;MAG;
2012;1;0610;757002;5;0;5;27;2;STK-7;735;290.000,00;0;0;290.000,00;290.000,00;0;Lfd.Transferzahlungen an private Institutionen;Arge Zoo;;0;0;0;0;0;EUR;G;STR1;KUL;S;MAG;
2012;1;0610;757100;5;0;4;27;3;ASJF;885;850.000,00;0;0;695.399,63;710.249,63;0;Lfd.Transferzahlungen an priv.Institutionen;Gratis-Mittagsessen;;0;0;0;0;0;EUR;G;VBGM3;SOZ;S;MAG;
2012;1;0610;757200;5;0;4;27;3;ASJF;885;5.345.000,00;0;0;4.931.844,62;4.931.844,62;0;Lfd.Transferzahlungen an priv.Institutionen;;;0;0;0;0;0;EUR;G;VBGM3;SOZ;S;MAG;
2012;1;0610;757203;5;0;1;27;2;STK-7;736;5.000,00;0;0;7.000,00;7.000,00;0;Lfd.Transferzahlungen an priv.Institutionen;Sonderförderungen;;0;0;0;0;0;EUR;G;B;KUL;S;MAG;
2012;1;0610;757500;5;0;4;27;2;STK-7;018;16.300,00;0;0;16.274,00;16.274,00;0;Lfd.Transferzahlungen an priv.Institutionen;Beitrag für Jugendgästehaus;;0;0;0;0;0;EUR;G;VBGM3;SOZ;S;MAG;
2012;1;0610;757700;5;0;5;27;2;STK-7;735;759.000,00;0;0;718.838,30;718.838,30;0;Lfd.Transferzahlungen an priv.Institutionen;;;0;0;0;0;0;EUR;G;STR1;VWA;S;MAG;
2012;1;0610;757701;5;0;1;27;2;STK-7;231;675.000,00;0;-35.000,00;497.338,60;519.658,60;11.250,00;Lfd.Transferzahlungen an priv.Institutionen;;;0;0;0;0;0;EUR;G;B;VWA;S;MAG;
2012;1;0620;403000;9;0;1;23;1;PPO;811;2.000,00;0;0;5.749,68;5.749,68;0;Handelswaren,Ehrenringe und -plaketten;;;0;0;0;0;0;EUR;G;B;VWA;P;MAG;
2012;1;0620;403100;9;0;2;23;4;SSL;191;7.000,00;0;0;7.959,65;5.969,65;1.990,00;Handelswaren,Ehrenpreise;;;0;0;0;0;0;EUR;G;VBGM1;VWA;P;MAG;
2012;1;0630;;1;;;;;;;0;0;0;0;0;0;Leersatz zu HH = 2;;;;0;0;0;0;EUR;;;;;;
2012;1;0630;401300;9;0;2;23;1;PPO;811;0;0;0;471,45;471,45;0;Verbrauchsgüter;;;0;0;0;0;0;EUR;G;VBGM1;VWA;P;MAG;
2012;1;0630;403000;9;0;2;23;1;PPO;811;0;0;0;3.044,29;3.044,29;0;Handelswaren;;;0;0;0;0;0;EUR;G;VBGM1;VWA;P;MAG;
2012;1;0630;631000;9;0;2;24;1;PPO;811;100;0;0;335,23;335,23;0;Telefon,Telegraf,Telex;;;0;0;0;0;0;EUR;G;VBGM1;VWA;P;MAG;
2012;1;0630;723400;9;0;2;24;1;PPO;811;17.900,00;0;0;10.222,40;10.222,40;0;Internationale Kontakte und Partnerschaften;;;0;0;0;0;0;EUR;G;VBGM1;VWA;P;MAG;
2012;1;0630;728099;9;0;2;24;1;PPO;811;1.400,00;0;0;801;801;0;Sonstige Leistungen,Honorare;;;0;0;0;0;0;EUR;G;VBGM1;VWA;P;MAG;
2012;1;0630;728300;9;0;2;24;1;PPO;811;500;0;0;0;0;0;Sonstige Leistungen;;;0;0;0;0;0;EUR;G;VBGM1;VWA;P;MAG;
2012;1;0630;757000;5;0;2;27;1;PPO;811;1.400,00;0;0;1.150,00;1.150,00;0;Lfd.Transferzahlungen an priv.Institutionen;;;0;0;0;0;0;EUR;G;VBGM1;VWA;S;MAG;
2012;1;0700;729100;9;0;;24;1;B;;26.200,00;0;18.668,44;29.822,07;28.520,57;1.301,50;Bürgermeister;;;0;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0700;729104;9;0;;24;1;VBGM-3;;7.000,00;0;4,84;6.788,66;6.788,66;0;Vbgm Luger;;;1;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0700;729105;9;0;;24;1;VBGM-2;;7.000,00;0;66,84;6.991,38;6.991,38;0;Vbgm Dr. Watzl;;;1;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0700;729106;9;0;;24;1;STR-1;;6.600,00;0;466,72;5.379,84;5.379,84;0;StR Mayr;;;1;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0700;729204;9;0;;24;1;STR-2;;6.600,00;0;1.996,53;8.430,15;8.430,15;0;StRin Wegscheider;;;1;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0700;729211;9;0;;24;1;VBGM-1;;7.000,00;0;5,74;6.754,49;6.754,49;0;Vbgmin Dolezal;;;0;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0700;729212;9;0;;24;1;STR-4;;6.600,00;0;1.362,32;5.358,68;5.358,68;0;StRin Mag.a Schobesberger;;;1;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0700;729213;9;0;;24;1;STR-3;;6.600,00;0;3.221,50;8.495,00;8.664,00;0;StR Wimmer;;;1;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0800;;1;;;;;;;0;0;0;0;0;0;Leersatz zu HH = 2;;;;0;0;0;0;EUR;;;;;;
2012;1;0800;;5;;;;;;;0;0;0;0;0;0;Leersatz zu HH = 2;;;;0;0;0;0;EUR;;;;;;
2012;1;0800;760000;8;0;;21;1;PPO;201;35.692.400,00;0;0;34.459.768,61;34.459.768,61;0;Anteilige Pensionen und sonst.Ruhebezüge;;;0;0;0;0;0;EUR;58;-;VWA;P;MAG;P
2012;1;0800;760010;8;0;;21;1;PPO;120;57.361.300,00;0;0;55.730.467,68;55.798.850,18;-6.630.461,37;Pensionen und sonst.Ruhebezüge;;;0;0;0;0;0;EUR;58;-;VWA;P;MAG;P
2012;1;0800;760020;8;0;;21;1;PPO;120;2.818.100,00;0;0;2.809.910,22;2.821.461,34;-334.305,49;DGB zur MKF,Pensionen;;;0;0;0;0;0;EUR;58;-;VWA;P;MAG;P
2012;1;0800;760030;8;0;;21;1;PPO;201;-51.581.300,00;0;0;-50.148.653,06;-50.148.653,06;0;Absetzung der aufteilbaren Pensionen;;;0;0;0;0;0;EUR;58;-;VWA;P;MAG;P
2012;1;0900;;8;;;;;;;0;0;0;0;0;0;Leersatz zu HH = 2;;;;0;0;0;0;EUR;;;;;;
2012;1;0900;256000;7;0;;63;1;PPO;;100.000,00;0;0;100.000,00;100.000,00;-181,68;Bezugsvorschüsse;;;0;0;0;0;0;EUR;57;-;VWA;P;MAG;
2012;1;0910;;5;;;;;;;0;0;0;0;0;0;Leersatz zu HH = 2;;;;0;0;0;0;EUR;;;;;;
2012;1;0910;400000;9;0;5;23;1;PPO;811;500;0;0;148,74;148,74;0;Geringw.Wirtschaftsgüter-Anlagevermögen;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;401000;9;0;5;23;1;PPO;811;500;0;0;571,11;571,11;0;Verbrauchsgüter;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;403000;9;0;5;23;1;PPO;811;0;0;0;171,14;171,14;0;Handelswaren;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;500010;0;0;5;20;1;PPO;811;99.700,00;0;0;33.676,59;33.676,59;0;Bezüge der Beamten,allgemeine Verwaltung;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;P
2012;1;0910;510000;0;0;5;20;1;PPO;811;253.200,00;0;0;131.533,78;131.533,78;0;Bezüge der Vertragsangestellten;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;P
2012;1;0910;560000;0;0;5;20;1;PPO;811;800;0;0;1.008,00;1.008,00;0;Reisegebühren;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;P
2012;1;0910;580000;0;0;5;20;1;PPO;811;13.700,00;0;0;5.740,71;5.740,71;0;DGB,FLAF;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;P
2012;1;0910;581000;0;0;5;20;1;PPO;811;57.600,00;0;0;30.225,66;30.225,66;0;DGB,MKF,SV;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;P
2012;1;0910;581010;0;0;5;20;1;PPO;811;0;0;0;686;686;0;DGB,WFB;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;P
2012;1;0910;631000;9;0;5;24;1;PPO;811;2.400,00;0;0;1.713,03;1.713,03;0;Telefon;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;700500;9;0;5;24;1;PPO;811;16.200,00;0;0;11.930,08;11.930,08;0;Miete für eDV-Geräte;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;723001;9;0;5;24;1;PPO;811;1.500,00;0;0;423,1;423,1;0;Veranstaltungsbetreuung,Ausbildung;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;723002;9;0;5;24;1;PPO;811;100;0;0;0;0;0;Veranstaltungsbetreuung,Gleichbehandlung;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;728000;9;0;5;24;1;PPO;811;25.000,00;0;0;27.587,79;27.587,79;0;Sonstige Leistungen;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;728002;9;0;5;24;1;PPO;811;1.500,00;0;0;881;881;0;Sonstige Leistungen, Fair;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;728012;9;0;5;24;1;PPO;811;2.100,00;0;0;1.424,00;1.424,00;0;Sonstige Leistungen,Ausbildungskosten;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;728099;9;0;5;24;1;PPO;811;100.000,00;0;10.000,00;98.724,01;100.627,19;900;Sonstige Leistungen,Honorare;;;0;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0910;728200;9;0;5;24;1;PPO;811;3.100,00;0;0;1.716,84;1.716,84;0;Sonstige Leistungen,eDV;;;1;0;0;0;0;EUR;G;STR1;VWA;P;MAG;
2012;1;0940;042000;3;0;;41;1;PPO;909;30.000,00;0;0;22.084,34;22.084,34;0;Büroeinrichtung betriebsärztl.Dienst;;;0;0;0;0;0;EUR;57;-;VWA;P;MAG;
2012;1;0940;400000;9;0;;23;1;PPO;909;4.700,00;0;0;4.298,93;4.298,93;0;Geringw.Wirtschaftsgüter-Anlagevermögen;Betriebsärztlicher Dienst;;0;0;0;0;0;EUR;57;-;VWA;P;MAG;
2012;1;0940;401000;9;0;;23;1;PPO;909;6.800,00;0;0;7.210,44;7.210,44;0;Verbrauchsgüter,betriebsärztlicher Dienst;;;0;0;0;0;0;EUR;57;-;VWA;P;MAG;
2012;1;0940;590100;0;0;;20;1;PPO;043;52.500,00;0;0;1.008,00;1.008,00;0;Freiw.Sozialleistungen,Betriebsausflugzuschuss;;;0;0;0;0;0;EUR;57;-;VWA;P;MAG;P
2012;1;0940;590200;0;0;;20;1;PPO;;629.000,00;0;0;611.348,73;595.355,73;-41.898,00;Freiw.Sozialleistungen,Zuschuss zu Mittagessen;;;0;0;0;0;0;EUR;57;-;VWA;P;MAG;P
2012;1;0940;590300;0;0;;20;1;PPO;;51.000,00;0;0;49.031,96;49.031,96;0;Freiw.Sozialleistungen,Schulbeihilfen;;;0;0;0;0;0;EUR;57;-;VWA;P;MAG;P
2012;1;0940;590400;0;0;;20;1;PPO;;5.000,00;0;0;0;0;0;Freiw.Sozialleistungen,Familienhospizkarenz;;;0;0;0;0;0;EUR;57;-;VWA;P;MAG;P
2012;1;0940;614000;9;0;;24;6;GM-1;054;1.000,00;0;0;0;0;0;Instandhaltung Gebäude;;;0;0;0;0;0;EUR;65;-;VWA;P;MAG;
